Timestamp,Symbol,Open Price,Close Price,High Price,Low Price,Volume,Number of Trades,Quote Asset Volume
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101946.23,101988.0,101946.22,10.05589,874.0,1025435.351398
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3207.29,3207.36,3206.73,72.0407,381.0,231044.069899
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.28,685.4,685.27,36.206,142.0,24814.18146
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101946.23,101988.0,101946.22,10.06225,882.0,1026083.729398
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3207.29,3207.36,3206.73,72.2196,386.0,231617.852899
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.28,685.4,685.27,36.253,145.0,24846.38962
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101946.23,101988.0,101946.22,10.17703,888.0,1037785.1166382
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3207.28,3207.36,3206.73,72.3323,389.0,231979.314323
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.28,685.4,685.27,58.059,154.0,39789.3876
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101946.23,101988.0,101946.22,10.17952,896.0,1038038.9627309
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3207.28,3207.36,3206.73,74.057,396.0,237510.910532
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.28,685.4,685.27,58.08,157.0,39803.77848
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101941.0,101988.0,101941.0,10.42444,1048.0,1063007.5659528
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3206.73,3207.36,3206.73,155.882,555.0,499930.267879
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.28,685.4,685.27,58.101,160.0,39818.16936
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101933.65,101988.0,101933.65,10.60346,1226.0,1081256.47874
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3206.04,3207.36,3206.04,165.8288,755.0,531823.884109
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.11,685.4,685.11,65.597,229.0,44954.80946
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101933.65,101988.0,101933.65,10.64007,1236.0,1084988.2697537
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3205.22,3207.36,3205.18,217.1461,934.0,696307.723002
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.1,685.4,685.1,66.841,235.0,45807.07539
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101933.66,101988.0,101933.65,10.64284,1241.0,1085270.6259869
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3205.39,3207.36,3205.18,217.7538,993.0,698255.583224
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101933.66,101988.0,101933.65,10.65853,1247.0,1086869.9650176
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3205.78,3207.36,3205.18,218.5487,1066.0,700803.701315
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.11,685.4,685.1,67.34,236.0,46148.94528
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101933.66,101988.0,101933.65,10.65951,1248.0,1086969.8600044
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3205.88,3207.36,3205.18,218.9445,1100.0,702072.559568
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.1,685.4,685.1,75.051,245.0,51431.82758
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101923.47,101988.0,101923.47,18.19427,1423.0,1855014.636626
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3205.87,3207.36,3205.18,219.8472,1111.0,704966.499918
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.05,685.4,685.04,93.865,280.0,64320.44125
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101923.47,101988.0,101923.46,18.20336,1436.0,1855941.1209574
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3205.56,3207.36,3205.18,228.3714,1179.0,732292.427919
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.0,685.4,685.0,96.212,299.0,65928.15441
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101920.01,101988.0,101920.0,20.0096,1591.0,2040038.8490766
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3206.24,3207.36,3205.18,248.5467,1288.0,796975.76653
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.02,685.4,685.0,97.66,312.0,66920.05303
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101920.0,101988.0,101920.0,20.24905,1622.0,2064443.5938608
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3206.1,3207.36,3205.18,249.2817,1307.0,799332.351856
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101920.01,101988.0,101920.0,20.27633,1631.0,2067223.9717325
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3206.11,3207.36,3205.18,249.8867,1320.0,801272.044201
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.02,685.4,685.0,97.673,313.0,66928.95829
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101920.0,101988.0,101920.0,20.29624,1637.0,2069253.1991219
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3206.11,3207.36,3205.18,251.9991,1325.0,808044.630965
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.01,685.4,685.0,101.336,326.0,69438.15028
2025-01-23 10:34:59.999,BNBUSDT,685.35,685.02,685.4,685.0,101.483,330.0,69538.84799
2025-01-23 10:34:59.999,BTCUSDT,101987.99,101920.0,101988.0,101920.0,20.39627,1643.0,2079448.2577056
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101920.0,101920.0,101920.0,0.0,0.0,0.0
2025-01-23 10:34:59.999,ETHUSDT,3207.35,3206.11,3207.36,3205.18,252.322,1329.0,809079.883544
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3206.11,3206.11,3206.11,0.0,0.0,0.0
2025-01-23 10:35:59.999,BNBUSDT,685.01,685.01,685.01,685.01,0.013,1.0,8.90513
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101920.0,101920.01,101920.0,0.01383,9.0,1409.5537336
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3206.1,3206.11,3206.1,1.7635,17.0,5653.967682
2025-01-23 10:35:59.999,BNBUSDT,685.01,685.01,685.02,685.01,0.608,4.0,416.48629
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101920.01,101920.01,101920.0,0.05805,27.0,5916.4564878
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3206.11,3206.11,3206.1,3.2386,20.0,10383.285823
2025-01-23 10:35:59.999,BNBUSDT,685.01,685.0,685.02,685.0,4.019,13.0,2753.05542
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101920.01,101920.01,101920.0,0.09809,41.0,9997.3336343
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3206.11,3206.21,3206.1,14.2997,199.0,45846.680408
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.95,685.02,684.95,107.746,62.0,73806.07004
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101928.81,101928.81,101920.0,1.65918,226.0,169103.8039429
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3205.75,3206.21,3205.75,17.3858,271.0,55740.432675
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.82,685.02,684.81,125.304,118.0,85830.78932
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101933.63,101933.63,101920.0,1.79983,345.0,183440.7027112
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3206.18,3206.21,3205.75,20.594,335.0,66026.154262
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.82,685.02,684.81,125.325,121.0,85845.17054
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101958.0,101958.57,101920.0,10.83137,507.0,1104203.5367079
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3206.21,3206.21,3205.75,21.9559,356.0,70392.647541
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.82,685.02,684.81,125.436,124.0,85921.18486
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101958.0,101958.57,101920.0,10.90672,525.0,1111886.0713162
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3206.67,3206.67,3205.75,25.0206,456.0,80218.986306
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.82,685.02,684.81,125.665,126.0,86078.00864
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101941.28,101958.57,101920.0,11.73459,743.0,1196287.29072
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3205.77,3206.67,3205.75,31.6892,657.0,101598.844893
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.81,685.02,684.8,127.649,143.0,87436.67337
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101925.51,101958.57,101920.0,11.90283,929.0,1213437.1914393
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3205.03,3206.67,3205.03,40.7231,759.0,130556.431719
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.75,685.02,684.74,129.655,182.0,88810.34463
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101925.5,101958.57,101920.0,11.90823,939.0,1213987.589141
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3205.02,3206.67,3205.02,41.6153,769.0,133415.957249
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.75,685.02,684.74,141.335,197.0,96808.1987
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101925.51,101958.57,101920.0,11.95154,948.0,1218401.9829549
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3205.02,3206.67,3205.02,41.7254,778.0,133768.830388
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.75,685.02,684.74,141.755,201.0,97095.7937
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101925.5,101958.57,101920.0,12.01171,965.0,1224534.8403005
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3205.02,3206.67,3205.02,41.8481,786.0,134162.086704
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.74,685.02,684.74,142.105,204.0,97335.45452
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101925.51,101958.57,101920.0,12.04594,973.0,1228023.7501897
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3205.03,3206.67,3205.02,42.4912,790.0,136223.240792
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.75,685.02,684.74,143.419,211.0,98235.21586
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101906.0,101958.57,101906.0,12.6914,1359.0,1293805.0746553
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3204.4,3206.67,3204.4,66.5278,887.0,213258.153699
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.7,685.02,684.7,154.289,245.0,105678.16947
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101900.56,101958.57,101900.55,13.122,1553.0,1337685.3199346
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3204.83,3206.67,3204.4,69.3764,1017.0,222387.116171
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.58,685.02,684.53,217.808,303.0,149163.26473
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101900.56,101958.57,101900.55,15.13853,1572.0,1543170.8561864
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3204.84,3206.67,3204.4,69.409,1022.0,222491.593955
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.58,685.02,684.53,218.033,306.0,149317.29523
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101900.55,101958.57,101900.55,15.16477,1588.0,1545844.7267256
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3204.23,3206.67,3204.23,101.4394,1138.0,325142.547021
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.57,685.02,684.53,218.221,308.0,149445.99467
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101900.56,101958.57,101900.55,15.52957,1640.0,1583018.0501638
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3203.48,3206.67,3203.28,123.4019,1354.0,395507.091322
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.58,685.02,684.53,232.587,342.0,159280.56427
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101900.55,101958.57,101900.55,15.54251,1646.0,1584336.6433005
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3203.48,3206.67,3203.28,123.7478,1360.0,396615.174435
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.57,685.02,684.53,232.612,346.0,159297.67852
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101890.34,101958.57,101890.34,17.7375,1920.0,1808006.4310792
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3203.18,3206.67,3203.18,147.1189,1445.0,471483.119322
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.38,685.02,684.38,240.502,415.0,164697.93685
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101870.25,101958.57,101870.25,17.91967,2304.0,1826565.6455036
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3202.32,3206.67,3202.31,156.2319,1597.0,500667.812686
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.28,685.02,684.28,494.711,516.0,338673.17653
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101870.25,101958.57,101870.25,18.01937,2333.0,1836722.1098893
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3201.84,3206.67,3201.73,177.8447,1775.0,569869.841964
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.25,685.02,684.24,505.386,541.0,345977.77323
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101861.6,101958.57,101861.6,18.30521,2514.0,1865839.352433
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3201.84,3206.67,3201.73,178.7943,1787.0,572910.308606
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.24,685.02,684.24,505.747,545.0,346224.78401
2025-01-23 10:35:59.999,BNBUSDT,685.01,684.25,685.02,684.24,505.883,550.0,346317.84165
2025-01-23 10:35:59.999,BTCUSDT,101920.0,101860.0,101958.57,101860.0,18.44167,2560.0,1879739.3712923
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101860.0,101860.0,101860.0,0.0,0.0,0.0
2025-01-23 10:35:59.999,ETHUSDT,3206.11,3201.83,3206.67,3201.73,179.3732,1795.0,574763.848776
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3201.83,3201.83,3201.83,0.0,0.0,0.0
2025-01-23 10:36:59.999,BNBUSDT,684.25,684.25,684.25,684.25,0.0,0.0,0.0
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101858.08,101860.01,101858.07,0.30784,77.0,31356.4105238
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3201.84,3201.84,3201.83,1.9577,10.0,6268.225133
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.25,684.25,684.24,5.44,3.0,3722.2676
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101846.6,101860.01,101846.6,0.95427,259.0,97198.6934778
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3201.59,3201.84,3201.58,67.6886,94.0,216711.686782
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.25,684.25,684.24,7.417,8.0,5075.02459
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101846.61,101860.01,101846.6,0.98449,271.0,100276.4978849
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3201.59,3201.84,3201.58,88.7822,109.0,284244.691437
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.25,684.25,684.24,20.149,19.0,13786.85827
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101846.6,101860.01,101846.6,1.00512,288.0,102377.593269
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.02,3202.02,3201.58,94.3501,263.0,302072.273699
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.24,684.25,684.24,20.467,22.0,14004.44659
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101867.05,101867.05,101846.6,1.76749,634.0,180030.1977902
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.55,3202.56,3201.58,99.3648,408.0,318131.078324
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.38,684.38,684.24,46.475,96.0,31800.62066
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101867.04,101867.05,101846.6,3.83963,665.0,391112.9867144
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.56,3202.56,3201.58,107.3801,424.0,343800.557492
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.4,684.4,684.24,46.531,102.0,31838.94658
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101867.04,101867.05,101846.6,3.86609,677.0,393808.3887974
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.56,3202.56,3201.58,108.5945,435.0,347689.746356
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.4,684.4,684.24,46.65,106.0,31920.39018
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101846.73,101867.05,101846.6,4.13917,982.0,421624.4301798
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.03,3202.56,3201.58,112.5673,506.0,360412.111923
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.39,684.4,684.24,46.713,109.0,31963.50697
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101846.73,101867.05,101846.6,4.14964,991.0,422690.7654718
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101846.73,101867.05,101846.6,4.14964,991.0,422690.7654718
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.19,3202.56,3201.58,115.1422,543.0,368657.091529
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.47,684.47,684.24,56.073,161.0,38369.77581
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.19,3202.56,3201.58,115.1422,543.0,368657.091529
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.47,684.47,684.24,56.073,161.0,38369.77581
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101846.73,101867.05,101846.6,4.21034,1009.0,428872.8623936
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101846.73,101867.05,101846.6,4.21034,1009.0,428872.8623936
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.2,3202.56,3201.58,116.6156,552.0,373375.203274
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.2,3202.56,3201.58,116.6156,552.0,373375.203274
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.48,684.48,684.24,56.526,168.0,38679.84266
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.48,684.48,684.24,56.526,168.0,38679.84266
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101851.41,101867.05,101846.6,4.36657,1127.0,444784.4169543
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.55,3202.56,3201.58,118.577,594.0,379656.382314
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101851.41,101867.05,101846.6,4.36657,1127.0,444784.4169543
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.55,3202.56,3201.58,118.577,594.0,379656.382314
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.5,684.5,684.24,57.732,180.0,39505.3167
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.5,684.5,684.24,57.732,180.0,39505.3167
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101857.68,101867.05,101846.6,5.58186,1258.0,568563.5397745
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101857.68,101867.05,101846.6,5.58186,1258.0,568563.5397745
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.76,3202.77,3201.58,124.1159,654.0,397395.958657
2025-01-23 10:36:59.999,ETHUSDT,3201.83,3202.76,3202.77,3201.58,124.1159,654.0,397395.958657
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.6,684.6,684.24,62.22,227.0,42577.59332
2025-01-23 10:36:59.999,BNBUSDT,684.24,684.6,684.6,684.24,62.22,227.0,42577.59332
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101866.02,101867.05,101846.6,5.80857,1469.0,591656.3470032
2025-01-23 10:36:59.999,BTCUSDT,101860.0,101866.02,101867.05,101846.6,5.80857,1469.0,591656.3470032
